City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Athens,1896,Aquatics,Swimming,HAJOS_ Alfred,HUN,Men,100m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,HERSCHMANN_ Otto,AUT,Men,100m freestyle,M,Silver
Athens,1896,Aquatics,Swimming,DRIVAS_ Dimitrios,GRE,Men,100m freestyle for sailors,M,Bronze
Athens,1896,Aquatics,Swimming,MALOKINIS_ Ioannis,GRE,Men,100m freestyle for sailors,M,Gold
Athens,1896,Aquatics,Swimming,CHASAPIS_ Spiridon,GRE,Men,100m freestyle for sailors,M,Silver
Athens,1896,Aquatics,Swimming,CHOROPHAS_ Efstathios,GRE,Men,1200m freestyle,M,Bronze
Athens,1896,Aquatics,Swimming,HAJOS_ Alfred,HUN,Men,1200m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,ANDREOU_ Joannis,GRE,Men,1200m freestyle,M,Silver
Athens,1896,Aquatics,Swimming,CHOROPHAS_ Efstathios,GRE,Men,400m freestyle,M,Bronze
Athens,1896,Aquatics,Swimming,NEUMANN_ Paul,AUT,Men,400m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,PEPANOS_ Antonios,GRE,Men,400m freestyle,M,Silver
Athens,1896,Athletics,Athletics,LANE_ Francis,USA,Men,100m,M,Bronze
Athens,1896,Athletics,Athletics,SZOKOLYI_ Alajos,HUN,Men,100m,M,Bronze
Athens,1896,Athletics,Athletics,BURKE_ Thomas,USA,Men,100m,M,Gold
Athens,1896,Athletics,Athletics,HOFMANN_ Fritz,GER,Men,100m,M,Silver
Athens,1896,Athletics,Athletics,CURTIS_ Thomas,USA,Men,110m hurdles,M,Gold
Athens,1896,Athletics,Athletics,GOULDING_ Grantley,GBR,Men,110m hurdles,M,Silver
Athens,1896,Athletics,Athletics,LERMUSIAUX_ Albin,FRA,Men,1500m,M,Bronze
Athens,1896,Athletics,Athletics,FLACK_ Edwin,AUS,Men,1500m,M,Gold
Athens,1896,Athletics,Athletics,BLAKE_ Arthur,USA,Men,1500m,M,Silver
Athens,1896,Athletics,Athletics,GMELIN_ Charles,GBR,Men,400m,M,Bronze
Athens,1896,Athletics,Athletics,BURKE_ Thomas,USA,Men,400m,M,Gold
Athens,1896,Athletics,Athletics,JAMISON_ Herbert,USA,Men,400m,M,Silver
Athens,1896,Athletics,Athletics,GOLEMIS_ Dimitrios,GRE,Men,800m,M,Bronze
Athens,1896,Athletics,Athletics,FLACK_ Edwin,AUS,Men,800m,M,Gold
Athens,1896,Athletics,Athletics,DANI_ Nandor,HUN,Men,800m,M,Silver
Athens,1896,Athletics,Athletics,VERSIS_ Sotirios,GRE,Men,discus throw,M,Bronze
Athens,1896,Athletics,Athletics,GARRETT_ Robert,USA,Men,discus throw,M,Gold
Athens,1896,Athletics,Athletics,PARASKEVOPOULOS_ Panagiotis,GRE,Men,discus throw,M,Silver
Athens,1896,Athletics,Athletics,CLARK_ Ellery,USA,Men,high jump,M,Gold
Athens,1896,Athletics,Athletics,CONNOLLY_ James,USA,Men,high jump,M,Silver
Athens,1896,Athletics,Athletics,GARRETT_ Robert,USA,Men,high jump,M,Silver
Athens,1896,Athletics,Athletics,CONNOLLY_ James,USA,Men,long jump,M,Bronze
Athens,1896,Athletics,Athletics,CLARK_ Ellery,USA,Men,long jump,M,Gold
Athens,1896,Athletics,Athletics,GARRETT_ Robert,USA,Men,long jump,M,Silver
Athens,1896,Athletics,Athletics,KELLNER_ Gyula,HUN,Men,marathon,M,Bronze
Athens,1896,Athletics,Athletics,LOUIS_ Spyridon,GRE,Men,marathon,M,Gold
Athens,1896,Athletics,Athletics,VASILAKOS_ Kharilaos,GRE,Men,marathon,M,Silver
Athens,1896,Athletics,Athletics,DAMASKOS_ Evangelos,GRE,Men,pole vault,M,Bronze
Athens,1896,Athletics,Athletics,THEODOROPOULOS_ Ioannis,GRE,Men,pole vault,M,Bronze
Athens,1896,Athletics,Athletics,HOYT_ William Welles,USA,Men,pole vault,M,Gold
Athens,1896,Athletics,Athletics,TYLER_ Albert,USA,Men,pole vault,M,Silver
Athens,1896,Athletics,Athletics,PAPASIDERIS_ Georgios,GRE,Men,shot put,M,Bronze
Athens,1896,Athletics,Athletics,GARRETT_ Robert,USA,Men,shot put,M,Gold
Athens,1896,Athletics,Athletics,GOUSKOS_ Miltiadis,GRE,Men,shot put,M,Silver
Athens,1896,Athletics,Athletics,PERSAKIS_ Ioannis,GRE,Men,triple jump,M,Bronze
Athens,1896,Athletics,Athletics,CONNOLLY_ James,USA,Men,triple jump,M,Gold
Athens,1896,Athletics,Athletics,TUFFERI_ Alexandre,FRA,Men,triple jump,M,Silver
Athens,1896,Cycling,Cycling Road,BATTEL_ Edward,GBR,Men,individual road race,M,Bronze
Athens,1896,Cycling,Cycling Road,KONSTANTINIDIS_ Aristidis,GRE,Men,individual road race,M,Gold
Athens,1896,Cycling,Cycling Road,GOEDRICH_ August,GER,Men,individual road race,M,Silver
Athens,1896,Cycling,Cycling Track,FLAMENG_ Léon,FRA,Men,100km,M,Gold
Athens,1896,Cycling,Cycling Track,KOLETTIS_ Georgios,GRE,Men,100km,M,Silver
Athens,1896,Cycling,Cycling Track,SCHMAL_ Adolf,AUT,Men,10km,M,Bronze
Athens,1896,Cycling,Cycling Track,MASSON_ Paul,FRA,Men,10km,M,Gold
Athens,1896,Cycling,Cycling Track,FLAMENG_ Léon,FRA,Men,10km,M,Silver
Athens,1896,Cycling,Cycling Track,SCHMAL_ Adolf,AUT,Men,12-hour race,M,Gold
Athens,1896,Cycling,Cycling Track,KEEPING_ Frank,GBR,Men,12-hour race,M,Silver
Athens,1896,Cycling,Cycling Track,SCHMAL_ Adolf,AUT,Men,1km time trial,M,Bronze
Athens,1896,Cycling,Cycling Track,MASSON_ Paul,FRA,Men,1km time trial,M,Gold
Athens,1896,Cycling,Cycling Track,NIKOLOPOULOS_ Stamatios,GRE,Men,1km time trial,M,Silver
Athens,1896,Cycling,Cycling Track,FLAMENG_ Léon,FRA,Men,Sprint indivual,M,Bronze
Athens,1896,Cycling,Cycling Track,MASSON_ Paul,FRA,Men,Sprint indivual,M,Gold
Athens,1896,Cycling,Cycling Track,NIKOLOPOULOS_ Stamatios,GRE,Men,Sprint indivual,M,Silver
Athens,1896,Fencing,Fencing,PIERRAKOS-MAVROMICHALIS_ Perikles,GRE,Men,foil individual,M,Bronze
Athens,1896,Fencing,Fencing,GRAVELOTTE_ Eugène-Henri,FRA,Men,foil individual,M,Gold
Athens,1896,Fencing,Fencing,CALLOT_ Henri,FRA,Men,foil individual,M,Silver
Athens,1896,Fencing,Fencing,PYRGOS_ Leonidas,GRE,Men,foil_ masters,M,Gold
Athens,1896,Fencing,Fencing,PERRONNET_ Maurice,FRA,Men,foil_ masters,M,Silver
Athens,1896,Fencing,Fencing,NIELSEN_ Holger,DEN,Men,sabre individual,M,Bronze
Athens,1896,Fencing,Fencing,GEORGIADIS_ Ioannis,GRE,Men,sabre individual,M,Gold
Athens,1896,Fencing,Fencing,KARAKALOS_ Telemachos,GRE,Men,sabre individual,M,Silver
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Alfred,GER,Men,horizontal bar,M,Silver
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Alfred,GER,Men,parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,ZUTTER_ Louis,SUI,Men,parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,ZUTTER_ Louis,SUI,Men,pommel horse,M,Gold
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,pommel horse,M,Silver
Athens,1896,Gymnastics,Artistic G.,PERSAKIS_ Petros,GRE,Men,rings,M,Bronze
Athens,1896,Gymnastics,Artistic G.,MITROPOULOS_ Ioannis,GRE,Men,rings,M,Gold
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,rings,M,Silver
Athens,1896,Gymnastics,Artistic G.,HOFMANN_ Fritz,GER,Men,rope climbing,M,Bronze
Athens,1896,Gymnastics,Artistic G.,ANDRIAKOPOULOS_ Nicolaos,GRE,Men,rope climbing,M,Gold
Athens,1896,Gymnastics,Artistic G.,XENAKIS_ Thomasios,GRE,Men,rope climbing,M,Silver
Athens,1896,Gymnastics,Artistic G.,BÖCKER_ Konrad,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Alfred,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Gustav Felix,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,HILMAR_ Georg,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,HOFMANN_ Fritz,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,MANTEUFFEL_ Fritz,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,NEUKIRCH_ Karl,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,RÖSTEL_ Richard,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,SCHUFT_ Gustav,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,SCHUMANN_ Carl,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,team_ horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,CHRYSAPHIS_ Ioannis,GRE,Men,team_ parallel bars,M,Bronze
Athens,1896,Gymnastics,Artistic G.,KARVELAS_ Phillippos,GRE,Men,team_ parallel bars,M,Bronze
Athens,1896,Gymnastics,Artistic G.,LOUNDRAS_ Dimitrios,GRE,Men,team_ parallel bars,M,Bronze
Athens,1896,Gymnastics,Artistic G.,MITROPOULOS_ Ioannis,GRE,Men,team_ parallel bars,M,Bronze
Athens,1896,Gymnastics,Artistic G.,BÖCKER_ Konrad,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Alfred,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,FLATOW_ Gustav Felix,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,HILMAR_ Georg,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,HOFMANN_ Fritz,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,MANTEUFFEL_ Fritz,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,NEUKIRCH_ Karl,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,RÖSTEL_ Richard,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,SCHUFT_ Gustav,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,SCHUMANN_ Carl,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,team_ parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,ANDRIAKOPOULOS_ Nicolaos,GRE,Men,team_ parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,ATHANASOPOULOS_ Spyros,GRE,Men,team_ parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,PERSAKIS_ Petros,GRE,Men,team_ parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,XENAKIS_ Thomasios,GRE,Men,team_ parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,WEINGÄRTNER_ Hermann,GER,Men,vault,M,Bronze
Athens,1896,Gymnastics,Artistic G.,SCHUMANN_ Carl,GER,Men,vault,M,Gold
Athens,1896,Gymnastics,Artistic G.,ZUTTER_ Louis,SUI,Men,vault,M,Silver
Athens,1896,Shooting,Shooting,MORAKIS_ Nikolaos,GRE,Men,25m army pistol,M,Bronze
Athens,1896,Shooting,Shooting,PAINE_ John,USA,Men,25m army pistol,M,Gold
Athens,1896,Shooting,Shooting,PAINE_ Sumner,USA,Men,25m army pistol,M,Silver
Athens,1896,Shooting,Shooting,NIELSEN_ Holger,DEN,Men,25m rapid fire pistol (60 shots),M,Bronze
Athens,1896,Shooting,Shooting,PHRANGOUDIS_ Joannis,GRE,Men,25m rapid fire pistol (60 shots),M,Gold
Athens,1896,Shooting,Shooting,ORPHANIDIS_ Georgios,GRE,Men,25m rapid fire pistol (60 shots),M,Silver
Athens,1896,Shooting,Shooting,PHRANGOUDIS_ Joannis,GRE,Men,50m pistol (60 shots),M,Bronze
Athens,1896,Shooting,Shooting,PAINE_ Sumner,USA,Men,50m pistol (60 shots),M,Gold
Athens,1896,Shooting,Shooting,NIELSEN_ Holger,DEN,Men,50m pistol (60 shots),M,Silver
Athens,1896,Shooting,Shooting,TRIKUPIS_ Nicolaos,GRE,Men,army rifle_ 200m,M,Bronze
Athens,1896,Shooting,Shooting,KARASEVDAS_ Pantelis,GRE,Men,army rifle_ 200m,M,Gold
Athens,1896,Shooting,Shooting,PAVLIDIS_ Pavlos,GRE,Men,army rifle_ 200m,M,Silver
Athens,1896,Shooting,Shooting,JENSEN_ Viggo,DEN,Men,army rifle_ 300m,M,Bronze
Athens,1896,Shooting,Shooting,ORPHANIDIS_ Georgios,GRE,Men,army rifle_ 300m,M,Gold
Athens,1896,Shooting,Shooting,PHRANGOUDIS_ Joannis,GRE,Men,army rifle_ 300m,M,Silver
Athens,1896,Tennis,Tennis,FLACK_ Edwin,ZZX,Men,doubles,M,Bronze
Athens,1896,Tennis,Tennis,ROBERTSON_ George Stuart,ZZX,Men,doubles,M,Bronze
Athens,1896,Tennis,Tennis,BOLAND_ John,ZZX,Men,doubles,M,Gold
Athens,1896,Tennis,Tennis,TRAUN_ Friedrich,ZZX,Men,doubles,M,Gold
Athens,1896,Tennis,Tennis,KASDAGLIS_ Dionysios,ZZX,Men,doubles,M,Silver
Athens,1896,Tennis,Tennis,PETROKOKKINOS_ Demetrios,ZZX,Men,doubles,M,Silver
Athens,1896,Tennis,Tennis,PASPATIS_ Konstantinos,GRE,Men,singles,M,Bronze
Athens,1896,Tennis,Tennis,TAPAVICZA_ Momcsillo,HUN,Men,singles,M,Bronze
Athens,1896,Tennis,Tennis,BOLAND_ John,GBR,Men,singles,M,Gold
Athens,1896,Tennis,Tennis,KASDAGLIS_ Dionysios,GRE,Men,singles,M,Silver
Athens,1896,Weightlifting,Weightlifting,NIKOLOPOULOS_ Alexandros,GRE,Men,heavyweight - one hand lift,M,Bronze
Athens,1896,Weightlifting,Weightlifting,ELLIOTT_ Launceston,GBR,Men,heavyweight - one hand lift,M,Gold
Athens,1896,Weightlifting,Weightlifting,JENSEN_ Viggo,DEN,Men,heavyweight - one hand lift,M,Silver
Athens,1896,Weightlifting,Weightlifting,VERSIS_ Sotirios,GRE,Men,heavyweight - two hand lift,M,Bronze
Athens,1896,Weightlifting,Weightlifting,JENSEN_ Viggo,DEN,Men,heavyweight - two hand lift,M,Gold
Athens,1896,Weightlifting,Weightlifting,ELLIOTT_ Launceston,GBR,Men,heavyweight - two hand lift,M,Silver
Athens,1896,Wrestling,Wrestling Gre-R,CHRISTOPOULOS_ Stephanos,GRE,Men,open event,M,Bronze
Athens,1896,Wrestling,Wrestling Gre-R,SCHUMANN_ Carl,GER,Men,open event,M,Gold
Athens,1896,Wrestling,Wrestling Gre-R,TSITAS_ Georgios,GRE,Men,open event,M,Silver
Paris,1900,Aquatics,Swimming,HALMAY_ Zoltan,HUN,Men,1500m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,JARVIS_ John Arthur,GBR,Men,1500m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,WAHLE_ Otto,AUT,Men,1500m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,DROST_ Johannes,NED,Men,200m backstroke,M,Bronze
Paris,1900,Aquatics,Swimming,HOPPENBERG_ Ernst,GER,Men,200m backstroke,M,Gold
Paris,1900,Aquatics,Swimming,RUBERL_ Karl,AUT,Men,200m backstroke,M,Silver
Paris,1900,Aquatics,Swimming,RUBERL_ Karl,AUT,Men,200m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,LANE_ Frederick C.V.,AUS,Men,200m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,HALMAY_ Zoltan,HUN,Men,200m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,KEMP_ Peter,GBR,Men,200m obstacle event,M,Bronze
Paris,1900,Aquatics,Swimming,LANE_ Frederick C.V.,AUS,Men,200m obstacle event,M,Gold
Paris,1900,Aquatics,Swimming,WAHLE_ Otto,AUT,Men,200m obstacle event,M,Silver
Paris,1900,Aquatics,Swimming,HOUBEN,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,LEUILLIEUX_ Jean,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,MARTIN_ Louis,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,MERCHEZ_ Désiré,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,TARTARA,FRA,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,FREY_ Julius,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,HAINLE_ Max,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,HOPPENBERG_ Ernst,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,SCHÖNE_ Max,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,VON PETERSDORFF_ Herbert,GER,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,BERTRAND,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,CADET,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,HOCHEPIED_ Maurice,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,HOCHEPIED_ Victor,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,VERBECKE,FRA,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,MARTIN_ Louis,FRA,Men,4000m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,JARVIS_ John Arthur,GBR,Men,4000m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,HALMAY_ Zoltan,HUN,Men,4000m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,LYKKEBERG_ Peder,DEN,Men,underwater swimming,M,Bronze
Paris,1900,Aquatics,Swimming,DE VENDEVILLE_ Charles,FRA,Men,underwater swimming,M,Gold
Paris,1900,Aquatics,Swimming,SIX_ André,FRA,Men,underwater swimming,M,Silver
Paris,1900,Aquatics,Water polo,BURGESS_ Thomas,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,COULON,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,DECUYPER_ Alphonse,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,DEVENOT,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,FARDELLE,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,FAVIER,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,LAUFRAY_ Louis,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,LERICHE,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,MARTIN_ Louis,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,MERCHEZ_ Désiré,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,PESLIER_ Henri,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,PESLOY,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,TREFFEL_ Charles,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,VASSEUR_ Paul,FRA,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,COE_ Thomas,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,DERBYSHIRE_ John Henry,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,KEMP_ Peter,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,LISTER_ William,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,ROBERTSON_ Arthur,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,ROBINSON_ Eric,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,WILKINSON_ George,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,COHEN_ Henri,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,DE BACKER_ Jean,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,DE BEHR_ Victor,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,FEYAERTS_ Fernand,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,GREGOIRE_ Oscar,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,MICHANT_ Albert,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,SONNEMANS_ Victor,BEL,Men,water polo,M,Silver
Paris,1900,Archery,Archery,PETIT_ Charles Frédéric,FRA,Men,au chapelet_ 33m,M,Bronze
Paris,1900,Archery,Archery,VAN INNIS_ Hubert,BEL,Men,au chapelet_ 33m,M,Gold
Paris,1900,Archery,Archery,THIBAUD_ Victor,FRA,Men,au chapelet_ 33m,M,Silver
Paris,1900,Archery,Archery,MERCIER_ Emile,FRA,Men,au chapelet_ 50m,M,Bronze
Paris,1900,Archery,Archery,MOUGIN_ Eugène,FRA,Men,au chapelet_ 50m,M,Gold
Paris,1900,Archery,Archery,HELLE_ Henri,FRA,Men,au chapelet_ 50m,M,Silver
Paris,1900,Archery,Archery,PETIT_ Charles Frédéric,FRA,Men,au cordon doré_ 33m,M,Bronze
Paris,1900,Archery,Archery,VAN INNIS_ Hubert,BEL,Men,au cordon doré_ 33m,M,Gold
Paris,1900,Archery,Archery,THIBAUD_ Victor,FRA,Men,au cordon doré_ 33m,M,Silver
Paris,1900,Archery,Archery,FISSEUX_ Emile,FRA,Men,au cordon doré_ 50m,M,Bronze
Paris,1900,Archery,Archery,HEROUIN_ Henri,FRA,Men,au cordon doré_ 50m,M,Gold
Paris,1900,Archery,Archery,VAN INNIS_ Hubert,BEL,Men,au cordon doré_ 50m,M,Silver
Paris,1900,Archery,Archery,FOULON_ Emmanuel,BEL,Men,sur la perche à la herse,M,Gold
Paris,1900,Archery,Archery,DRUART_ Jr.,BEL,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery,SERRURIER_ Auguste,FRA,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery,GLINEUX_ Louis,BEL,Men,sur la perche à la pyramide,M,Bronze
Paris,1900,Archery,Archery,GRUMIAUX_ Emile,FRA,Men,sur la perche à la pyramide,M,Gold
Paris,1900,Archery,Archery,SERRURIER_ Auguste,FRA,Men,sur la perche à la pyramide,M,Silver
Paris,1900,Athletics,Athletics,ROWLEY_ Stanley,AUS,Men,100m,M,Bronze
Paris,1900,Athletics,Athletics,JARVIS_ Francis,USA,Men,100m,M,Gold
Paris,1900,Athletics,Athletics,TEWKSBURY_ Walter B. John,USA,Men,100m,M,Silver
Paris,1900,Athletics,Athletics,MOLONEY_ Frederick,USA,Men,110m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,KRAENZLEIN_ Alvin,USA,Men,110m hurdles,M,Gold
Paris,1900,Athletics,Athletics,MCLEAN_ John,USA,Men,110m hurdles,M,Silver
Paris,1900,Athletics,Athletics,BRAY_ John,USA,Men,1500m,M,Bronze
Paris,1900,Athletics,Athletics,BENNETT_ Charles,GBR,Men,1500m,M,Gold
Paris,1900,Athletics,Athletics,DELOGE_ Henri,FRA,Men,1500m,M,Silver
Paris,1900,Athletics,Athletics,ROWLEY_ Stanley,AUS,Men,200m,M,Bronze
Paris,1900,Athletics,Athletics,TEWKSBURY_ Walter B. John,USA,Men,200m,M,Gold
Paris,1900,Athletics,Athletics,PRITCHARD_ Norman,IND,Men,200m,M,Silver
Paris,1900,Athletics,Athletics,TEWKSBURY_ Walter B. John,USA,Men,200m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,KRAENZLEIN_ Alvin,USA,Men,200m hurdles,M,Gold
Paris,1900,Athletics,Athletics,PRITCHARD_ Norman,IND,Men,200m hurdles,M,Silver
Paris,1900,Athletics,Athletics,CHASTANIE_ Jacques,FRA,Men,3000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics,ORTON_ George,CAN,Men,3000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics,ROBINSON_ Sidney,GBR,Men,3000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics,ROBINSON_ Sidney,GBR,Men,4000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics,RIMMER_ John,GBR,Men,4000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics,BENNETT_ Charles,GBR,Men,4000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics,SCHULTZ_ Ernst,DEN,Men,400m,M,Bronze
Paris,1900,Athletics,Athletics,LONG_ Maxwell W.Maxey,USA,Men,400m,M,Gold
Paris,1900,Athletics,Athletics,HOLLAND_ William,USA,Men,400m,M,Silver
Paris,1900,Athletics,Athletics,ORTON_ George,CAN,Men,400m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,TEWKSBURY_ Walter B. John,USA,Men,400m hurdles,M,Gold
Paris,1900,Athletics,Athletics,TAUZIN_ Henri,FRA,Men,400m hurdles,M,Silver
Paris,1900,Athletics,Athletics,BENNETT_ Charles,ZZX,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,RIMMER_ John,ZZX,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,ROBINSON_ Sidney,ZZX,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,ROWLEY_ Stanley,ZZX,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,TYSOE_ Alfred,ZZX,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,CASTANET_ André,FRA,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,CHAMPOUDRY_ Michel,FRA,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,CHASTANIE_ Jacques,FRA,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,DELOGE_ Henri,FRA,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,RAGUENEAU_ Gaston,FRA,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,ROWLEY_ Stanley,AUS,Men,60m,M,Bronze
Paris,1900,Athletics,Athletics,KRAENZLEIN_ Alvin,USA,Men,60m,M,Gold
Paris,1900,Athletics,Athletics,TEWKSBURY_ Walter B. John,USA,Men,60m,M,Silver
Paris,1900,Athletics,Athletics,HALL_ David,USA,Men,800m,M,Bronze
Paris,1900,Athletics,Athletics,TYSOE_ Alfred,GBR,Men,800m,M,Gold
Paris,1900,Athletics,Athletics,CREGAN_ John,USA,Men,800m,M,Silver
Paris,1900,Athletics,Athletics,SHELDON_ Richard,USA,Men,discus throw,M,Bronze
Paris,1900,Athletics,Athletics,BAUER_ Rudolf,HUN,Men,discus throw,M,Gold
