Place Name:Latitude:Longitude
Nanjangud_ Mysore_ Karnataka_ India:12.120000:76.680000
Chittorgarh_ Rajasthan_ India:24.879999:74.629997
Ratnagiri_ Maharashtra_ India:16.994444:73.300003
Goregaon_ Mumbai_ Maharashtra_ India:19.155001:72.849998
Pindwara_ Rajasthan_ India:24.794500:73.055000
Raipur_ Chhattisgarh_ India:21.250000:81.629997
Gokak_ Karnataka_ India:16.166700:74.833298
Lucknow_ Uttar Pradesh_ India:26.850000:80.949997
Delhi_ the National Capital Territory of Delhi_ India:28.610001:77.230003
Mumbai_ Maharashtra_ India:19.076090:72.877426
Sagar_ Karnataka_ India:14.167040:75.040298
Jalpaiguri_ West Bengal_ India:26.540457:88.719391
Pakur_ Jharkhand_ India:24.633568:87.849251
Sardarshahar_ Rajasthan_ India:28.440554:74.493011
Sirohi_ Rajasthan_ India:24.882618:72.858894
Jaysingpur_ Maharashtra_ India:16.779877:74.556374
Ramanagara_ Karnataka_ India:12.715035:77.281296
Chikkaballapura_ Karnataka_ India:13.432515:77.727478
Channapatna_ Karnataka_ India:12.651805:77.208946
Surendranagar_ Gujarat_ India:22.728392:71.637077
Thiruvalla_ Kerala_ India:9.383452:76.574059
Ranebennur_ Karnataka_ India:14.623801:75.621788
Karaikal_ Puducherry_ India:10.925440:79.838005
Belgaum_ Karnataka_ India:15.852792:74.498703
Chatrapur_ Odisha_ India:19.354979:84.986732
Suri_ West Bengal_ India:23.905445:87.524620
Bhubaneswar_ Odisha_ India:20.296059:85.824539
Mahuva_ Gujarat_ India:21.105001:71.771645
Jagadhri_ Haryana_ India:30.172716:77.299492
Barh_ Bihar_ India:25.477585:85.709091
Bhusawal_ Maharashtra_ India:21.045521:75.801094
Alipurduar_ West Bengal_ India:26.491890:89.527100
Kollam_ Kerala_ India:8.893212:76.614143
Medinipur_ West Bengal_ India:22.430889:87.321487
Patan_ Gujarat_ India:23.849325:72.126625
Mettur_ Tamil Nadu_ India:11.786253:77.800781
Huliyar_ Karnataka_ India:13.583274:76.540154
Harihar_ Karnataka_ India:14.530457:75.801094
Rasayani_ Maharashtra_ India:18.901457:73.176132
Haringhata_ West Bengal_ India:22.960510:88.567406
Kushtagi_ Karnataka_ India:15.756595:76.192696
Jadugora_ Jharkhand_ India:22.656015:86.352882
Orai_ Uttar Pradesh_ India:25.989836:79.450035
Surajpur_ Chhattisgarh_ India:23.223047:82.870560
Ambernath_ Maharashtra_ India:19.186354:73.191948
Malerkotla_ Punjab_ India:30.525005:75.890121
Jorapokhar_ Jharkhand_ India:22.422455:85.760651
Vizianagaram_ Andhra Pradesh_ India:18.106659:83.395554
Durg_ Chhattisgarh_ India:21.190449:81.284920
Himmatnagar_ Gujarat_ India:23.597969:72.969818
Sambhal_ Uttar Pradesh_ India:28.590361:78.571762
Harnaut_ Bihar_ India:25.369179:85.530060
Port Blair_ Andaman and Nicobar Islands_ India:11.623377:92.726486
Suti_ West Bengal_ India:24.618393:88.024338
Banswara_ Rajasthan_ India:23.546757:74.433830
Batumi_ Adjara_ Georgia:41.643414:41.639900
Manikchak_ West Bengal_ India:25.077787:87.900375
Roorkee_ Uttarakhand_ India:29.854263:77.888000
Kavali_ Andhra Pradesh_ India:14.913181:79.992981
Dharmavaram_ Andhra Pradesh_ India:14.413745:77.712616
Siddipet_ Telangana_ India:18.101904:78.852074
Dhanpuri_ Madhya Pradesh_ India:23.173939:81.565125
Chirala_ Andhra Pradesh_ India:15.812074:80.355377
Markapur_ Andhra Pradesh_ India:15.764501:79.259491
Chalakudy_ Kerala_ India:10.311879:76.331978
Gondal_ Gujarat_ India:21.961946:70.792297
Bhimavaram_ Andhra Pradesh_ India:16.544893:81.521240
Jalgaon Jamod_ Maharashtra_ India:21.049540:76.532028
Paltan Bazaar_ Guwahati_ Assam_ India:26.182245:91.754723
Hodal_ Haryana_ India:27.897551:77.384117
Ausa_ Maharashtra_ India:18.245655:76.505356
Mahidpur_ Madhya Pradesh_ India:23.486839:75.659157
Gurdaspur_ Punjab_ India:32.041943:75.405334
Domchanch_ Jharkhand_ India:24.474380:85.688744
Barjora_ West Bengal_ India:23.427221:87.287018
Saint Dnyaneshwar Garden and Paithan park_ Paithen_ Maharashtra_ India:19.487707:75.380768
Sinnar_ Maharashtra_ India:19.853060:74.000633
Guntakal_ Andhra Pradesh_ India:15.167409:77.373627
Lalgola_ West Bengal_ India:24.417534:88.250343
Hoshangabad_ Madhya Pradesh_ India:22.744108:77.736969
Proddatur_ Andhra Pradesh_ India:14.752805:78.552757
RL Infotechh & Solutions_ Durgapur_ India:23.520399:87.311897
Pali_ Rajasthan_ India:25.771315:73.323685
